address,area_ft,bath_full,bath_half,beds,built_year,city,days_on_market,lot_ft,price_ft,property_type,school1,school2,school3,sold_date,sold_price,state,zip_code
"5826 Paddon Cir,","1,675",2,,3,1968,San Jose,35,"6,090",660,Single Family Home,3,8,NR,25-May-18,1105000,CA,95123
"5063 Brewster Ave,","1,200",2,,3,1955,San Jose,42,"6,832","1,079",Single Family Home,9,8,9,25-May-18,1295000,CA,95124
"5889 Lake Almanor Dr,",852,1,,2,1988,San Jose,28,436,822,Condo/Townhome/Row Home/Co-Op,4,6,NR,25-May-18,700000,CA,95123
"210 Truckee Ln,","1,334",1,1,3,1973,San Jose,39,"1,365",562,Condo/Townhome/Row Home/Co-Op,6,4,NR,25-May-18,750000,CA,95136
"4966 Paseo Tranquillo,","1,395",2,,3,1981,San Jose,21,"1,416",634,Condo/Townhome/Row Home/Co-Op,8,8,8,25-May-18,885000,CA,95118
"2561 Tolworth Dr,","1,577",2,1,3,1979,San Jose,27,"1,416",666,Condo/Townhome/Row Home/Co-Op,6,5,5,24-May-18,1050000,CA,95128
"748 Concord Ave,","7,410","2,956",,7,1959,San Jose,49,,530,Multi-Family Home,5,5,5,24-May-18,1568000,CA,95128
"458 Mill Pond Dr,","1,488",2,,2,1977,San Jose,0.73%,,126,Mfd/Mobile Home,7,9,NR,24-May-18,187500,CA,95125
"1120 Bellingham Ct,","1,406",2,,3,1967,San Jose,36,"6,200",750,Single Family Home,6,6,5,24-May-18,1055000,CA,95121
"1586 Newport Ave,","3,737",4,1,5,2018,San Jose,106,0.34,856,Single Family Home,7,6,6,24-May-18,3199000,CA,95125
"5370 Clovercrest Dr,","1,714",3,,4,1962,San Jose,0.08%,"6,220",700,Single Family Home,4,6,8,24-May-18,1200000,CA,95118
"912 Riverside Dr,","1,912",2,,3,1959,San Jose,17.65%,"7,050","1,015",Single Family Home,7,6,6,24-May-18,1940000,CA,95125
"1198 Adams Dr,","2,090",2,1,4,1970,San Jose,58.52%,"6,000",758,Single Family Home,7,7,10,24-May-18,1585000,CA,95132
"5198 Manxwood Pl,","1,231",2,,4,1985,San Jose,,"6,696",88,Single Family Home,8,7,9,25-May-18,108318,CA,95111
"3605 Warner Dr,","2,654",2,1,4,1964,San Jose,64,0.35,490,Single Family Home,3,NR,5,24-May-18,1300000,CA,95127
"5089 Rice Ct,","1,954",3,,4,1976,San Jose,13.64%,"9,200",170,Single Family Home,6,4,9,25-May-18,332500,CA,95111
"1166 Spokane Dr,",989,2,,2,1978,San Jose,1,"5,500",748,Single Family Home,6,9,2,25-May-18,740000,CA,95122
"461 Tower Hill Ave # 512,","1,057",3,,2,2000,San Jose,"$756,944 ","1,057",781,Condo/Townhome/Row Home/Co-Op,7,9,NR,25-May-18,826000,CA,95136
"8482 Grenache Ct,","1,803",2,,3,1978,San Jose,"$689,000 ","3,360",488,Condo/Townhome/Row Home/Co-Op,9,9,10,25-May-18,880000,CA,95135
"382 Jai Dr,","1,623",2,,4,1970,San Jose,"$1,049,000 ","6,000",545,Single Family Home,8,7,8,25-May-18,885000,CA,95119
"4863 Popejoy Ct,","1,696",2,,4,1978,San Jose,42,"8,160",737,Single Family Home,8,8,8,23-May-18,1250000,CA,95118
"4464 Bucknall Rd,","1,036",1,,3,1959,San Jose,29,"6,018","1,303",Single Family Home,8,7,7,23-May-18,1350000,CA,95130
"10300 Kenny Ln,","2,325",3,,3,1950,San Jose,132,0.94,629,Single Family Home,5,4,NR,23-May-18,1462500,CA,95127
"4388 Hendrix Way,","1,512",2,,3,1973,San Jose,29,"6,000",992,Single Family Home,9,8,8,23-May-18,1500000,CA,95124
"687 Celadon Cir Unit 2,","1,316",2,1,2,2013,San Jose,35.91%,435,722,Condo/Townhome/Row Home/Co-Op,7,6,1,23-May-18,950000,CA,95133
"119 N 33rd St,","1,718",2,,3,1914,San Jose,70,"9,320",530,Single Family Home,3,NR,NR,23-May-18,910000,CA,95116
"4184 Astin Canyon Ct,","2,417",3,,4,2003,San Jose,40,"4,583",625,Single Family Home,9,9,8,23-May-18,1510000,CA,95121
"911 Pascoe Ave,","1,511",1,1,2,1948,San Jose,35,"8,610","1,084",Single Family Home,9,6,6,23-May-18,1638000,CA,95125
"125 Hobson St Apt 4A,",907,1,,2,1986,San Jose,28,"1,224",696,Condo/Townhome/Row Home/Co-Op,3,3,7,23-May-18,631000,CA,95110
"2278 Tomlin Way,","1,431",2,1,3,1981,San Jose,25.32%,"1,300",612,Condo/Townhome/Row Home/Co-Op,3,4,3,23-May-18,876000,CA,95133
"6194 Flowering Plum Rd,","1,789",2,,3,1976,San Jose,22,"6,500",671,Single Family Home,9,6,10,23-May-18,1200000,CA,95120
"412 Avenida Palmas,","1,908",2,1,4,1968,San Jose,33,"7,150",644,Single Family Home,4,8,5,23-May-18,1228000,CA,95123
"6180 Tuolomne Ct,","1,072",2,,3,1972,San Jose,30,"7,000",942,Single Family Home,7,8,NR,23-May-18,1010000,CA,95123
"1514 Willowbrook Dr,","1,367",2,,3,1957,San Jose,29,"5,800","1,075",Single Family Home,8,5,8,23-May-18,1470000,CA,95118
"1166 Culligan Blvd,","2,291",2,1,6,1962,San Jose,29,"9,744",720,Single Family Home,9,6,10,23-May-18,1650000,CA,95120
"3098 Linkfield Way,","2,023",2,,4,1976,San Jose,35,"7,995",707,Single Family Home,9,9,10,23-May-18,1430000,CA,95135
"621 Minor Ave,",832,1,,2,1900,San Jose,162.67%,"6,525",947,Single Family Home,2,7,7,22-May-18,788000,CA,95125
"5585 Spinnaker Dr Apt 4,",798,1,,2,1970,San Jose,20,"1,750",561,Condo/Townhome/Row Home/Co-Op,4,8,5,22-May-18,448000,CA,95123
"5268 Makati Cir,","1,233",2,,2,1985,San Jose,29,"1,150",491,Condo/Townhome/Row Home/Co-Op,5,7,9,22-May-18,606000,CA,95123
"471 Minnesota Ave,","1,704",2,,3,1965,San Jose,50,"5,720",851,Single Family Home,7,6,6,22-May-18,1450000,CA,95125
"1549 Brookvale Dr Apt 4,","1,000",1,,2,1967,San Jose,4%,,720,Condo/Townhome/Row Home/Co-Op,9,9,10,22-May-18,720000,CA,95129
"3169 Shofner Pl,",941,1,,3,1982,San Jose,35,"1,070",574,Condo/Townhome/Row Home/Co-Op,2,3,5,22-May-18,540000,CA,95111
"2124 Amstel Ct,","1,474",2,1,4,1977,San Jose,34,"1,012",427,Condo/Townhome/Row Home/Co-Op,4,2,NR,22-May-18,630000,CA,95116
"1438 Vallejo Dr,","1,207",2,,3,1958,San Jose,28,"7,350","1,255",Single Family Home,6,7,7,22-May-18,1515000,CA,95130
"411 Park Ave Unit 114,","1,048",2,,2,1987,San Jose,11.48%,"1,742",797,Condo/Townhome/Row Home/Co-Op,2,7,7,22-May-18,835000,CA,95110
"2151 Oakland Rd,",800,1,,2,1971,San Jose,20,,300,Mfd/Mobile Home,6,2,NR,22-May-18,240000,CA,95131
"1310 Saddle Rack St Apt 312,","1,311",2,,2,2004,San Jose,28,"1,131",686,Condo/Townhome/Row Home/Co-Op,2,7,7,22-May-18,900000,CA,95126
"1249 Prevost St,","1,120",1,,2,1949,San Jose,18,"8,701",982,Single Family Home,7,6,6,22-May-18,1100000,CA,95125
"4948 Flat Rock Cir,","1,137",2,1,2,1984,San Jose,48,435,607,Condo/Townhome/Row Home/Co-Op,6,4,9,22-May-18,690000,CA,95136
"2656 Baton Rouge Dr,","1,669",2,1,3,2005,San Jose,19.37%,"1,180",635,Condo/Townhome/Row Home/Co-Op,7,6,1,22-May-18,1060000,CA,95133
"5039 Jarvis Ave,","1,408",2,,4,1963,San Jose,50,"6,000",852,Single Family Home,4,5,8,22-May-18,1200000,CA,95118
"5063 Corbin Ave,","1,188",2,,3,1964,San Jose,31,"6,018",983,Single Family Home,4,5,8,18-May-18,1168000,CA,95118
"1553 Cherry Glen Way,","3,422",3,1,4,2010,San Jose,43,0.28,875,Single Family Home,7,6,6,18-May-18,2995000,CA,95125
"1260 Camino Ramon,","1,860",2,,3,1952,San Jose,36,"8,025",914,Single Family Home,7,6,6,18-May-18,1700000,CA,95125
"900 Schoolhouse Rd,","2,535",3,,4,1997,San Jose,44,"4,200",523,Single Family Home,7,7,9,18-May-18,1325000,CA,95138
"1491 Santa Ines Way,","2,571",3,,5,2001,Morgan Hill,32,"9,043",538,Single Family Home,7,6,7,18-May-18,1382500,CA,95037
"824 Gaspar Vis,","1,626",3,,3,2009,San Jose,28,"2,240",770,Condo/Townhome/Row Home/Co-Op,2,7,7,18-May-18,1252500,CA,95126
"1965 University Way,","1,984",3,,4,1948,San Jose,56,"8,625",793,Single Family Home,4,3,7,18-May-18,1574000,CA,95126
"1503 Wharton Ct,","2,797",3,,5,1997,San Jose,1.31%,"7,200",579,Single Family Home,7,7,10,18-May-18,1620000,CA,95132
"742 Sirica Ct,","2,753",3,1,5,1999,San Jose,69,"6,090",474,Single Family Home,7,7,9,18-May-18,1305000,CA,95138
"920 Selby Ln,","1,239",2,,3,1955,San Jose,25,"6,000",783,Single Family Home,3,6,NR,20-May-18,970000,CA,95127
"1581 Mount Pleasant Dr,",,"6,600",,"1,722",1963,San Jose,"$795,000 ",,494,Multi-Family Home,3,3,5,21-May-18,850000,CA,95127
"2030 Ellen Ave,",988,1,,2,1948,San Jose,"$1,491,944 ","5,100","1,012",Single Family Home,9,6,6,21-May-18,1000000,CA,95125
"3169 Knights Bridge Rd,","1,080",2,,3,1971,San Jose,,"6,000","1,158",Single Family Home,7,7,10,21-May-18,1251000,CA,95132
"417 S 8th St,",,"6,202",,"2,652",1918,San Jose,"$899,000 ",,594,Not Available,3,2,7,21-May-18,1575000,CA,95112
"3194 Mattos Ave,","2,231",2,1,4,1970,San Jose,20,"6,100",607,Single Family Home,7,7,10,21-May-18,1355000,CA,95132
"3637 Snell Ave,","1,508",2,,3,1997,San Jose,27,,134,Mfd/Mobile Home,7,3,NR,21-May-18,202000,CA,95136
"2488 Walnut Grove Ave,","1,040",1,,3,1950,San Jose,1,"5,500","1,315",Single Family Home,4,6,7,18-May-18,1368000,CA,95128
"1708 Jonathan Ave,","3,000",3,1,4,2013,San Jose,1,"6,762",800,Single Family Home,9,6,6,18-May-18,2400000,CA,95125
"86-88 Eastwood Ct,",,"1,560",,4,1959,San Jose,44,,578,Multi-Family Home,3,NR,NR,18-May-18,901000,CA,95116
"1376 Dubert Ln,","7,102","3,328",,8,1962,San Jose,53,,409,Multi-Family Home,3,2,2,18-May-18,1362500,CA,95122
"810 Harliss Ave,","1,000",2,,2,1930,San Jose,11.51%,"5,600",969,Single Family Home,2,6,6,18-May-18,969000,CA,95110
"1070 Walnut Woods Ct,","1,344",2,,4,1985,San Jose,13,"5,104",435,Single Family Home,5,2,5,18-May-18,585000,CA,95122
"2696 Toy Ln,","1,404",2,,4,1983,San Jose,41,"6,965",640,Single Family Home,8,4,8,18-May-18,899000,CA,95121
"940 Myrtle St,","1,000",1,,2,1938,San Jose,40.65%,"5,000","1,301",Single Family Home,4,3,7,18-May-18,1301000,CA,95126
"5491 Tradewinds Walkway Apt 2,",903,1,,2,1970,San Jose,46,"1,750",554,Condo/Townhome/Row Home/Co-Op,4,8,5,18-May-18,500000,CA,95123
"5527 Don Alfonso Ct,",950,1,1,2,1970,San Jose,46,722,629,Condo/Townhome/Row Home/Co-Op,4,8,5,18-May-18,598000,CA,95123
"1086 Cedar Gables Dr,",824,2,,2,1985,San Jose,14,436,765,Condo/Townhome/Row Home/Co-Op,4,5,8,18-May-18,630000,CA,95118
"2425 Woodland Ave,","1,366",2,,3,1950,San Jose,37,"5,720","1,184",Single Family Home,4,6,7,18-May-18,1618000,CA,95128
"2600 Senter Rd,","1,050",2,,3,1999,San Jose,24,,216,Mfd/Mobile Home,6,9,5,18-May-18,227000,CA,95111
"1534 Osprey Ct,",800,1,,2,1977,San Jose,35,"6,000",875,Single Family Home,3,3,5,18-May-18,700000,CA,95127
"4106 Victoria Park Dr,","2,084",2,1,4,1970,San Jose,45,"6,100",600,Single Family Home,7,5,NR,18-May-18,1250000,CA,95136
"3766 Woodbark Ct,","2,376",2,1,5,1973,San Jose,7.42%,"6,240",701,Single Family Home,4,7,7,16-May-18,1665000,CA,95117
"1894 Foxworthy Ave,","2,430",3,,4,1955,San Jose,29,"6,100",637,Single Family Home,6,7,8,16-May-18,1548000,CA,95124
"4130 Rose Ave,",772,1,,2,1947,San Jose,"$795,000 ","9,600",648,Single Family Home,4,4,NR,17-May-18,500000,CA,95127
"481 N 8th St,","1,120",1,,2,1901,San Jose,"$862,000 ","5,480",625,Single Family Home,3,3,NR,17-May-18,700000,CA,95112
"8381 Riesling Way,","1,571",2,,2,1978,San Jose,"$689,000 ","3,200",477,Not Available,9,9,10,17-May-18,750000,CA,95135
"76 N Claremont Ave,","1,515",2,,3,1946,San Jose,18.90%,"5,989",627,Single Family Home,5,4,5,17-May-18,950000,CA,95127
"1253 Redcliff Dr,","1,248",2,,4,1956,San Jose,"$1,358,888 ","6,076",789,Single Family Home,7,6,6,17-May-18,985000,CA,95118
"2264 Shelley Ave,","1,485",3,,3,1979,San Jose,"$1,397,000 ","3,000",667,Single Family Home,7,7,8,17-May-18,990000,CA,95124
"1567 Willowbrae Ave,","9,360","1,795",,2,1955,San Jose,"$1,491,944 ",,557,Multi-Family Home,3,4,5,17-May-18,1000000,CA,95125
"3116 Malton Ct,","1,327",2,,3,1984,San Jose,"$949,000 ","4,550",829,Single Family Home,8,8,10,17-May-18,1100000,CA,95148
"292 Copco Ln,","1,543",2,1,3,1968,San Jose,41,"6,032",713,Single Family Home,3,8,5,17-May-18,1100000,CA,95123
"1291 Sundown Ln,","1,041",2,,3,1959,San Jose,4.11%,"8,137",672,Single Family Home,5,4,NR,17-May-18,700000,CA,95127
"3354 Mount Everest Dr,","1,000",1,1,3,1959,San Jose,17.29%,"7,050",733,Single Family Home,5,3,5,17-May-18,733000,CA,95127
"620 E San Salvador St,",728,1,,2,1918,San Jose,26,"2,040",989,Single Family Home,3,2,4,17-May-18,720000,CA,95112
"1530 Montalban Dr,","2,139",2,,3,1968,San Jose,29,"8,023",770,Single Family Home,9,8,8,15-May-18,1648000,CA,95120
"476 Chateau La Salle Dr,","1,296",3,,2,1980,San Jose,44,,193,Mfd/Mobile Home,7,9,NR,15-May-18,250000,CA,95111
"3468 Rio Bravo Dr,","1,419",2,,3,1972,San Jose,14,"6,500",620,Single Family Home,3,6,5,15-May-18,880000,CA,95148
"7180 Calero Hills Ct,","1,674",2,1,3,1976,San Jose,32,"2,059",436,Condo/Townhome/Row Home/Co-Op,6,6,8,15-May-18,730000,CA,95139
"928 N 7th St,","1,000",2,,3,1942,San Jose,33,"6,850",905,Single Family Home,3,4,1,15-May-18,905000,CA,95112
"4685 Albany Cir Apt 135,","1,148",2,,2,1982,San Jose,48,"1,800",810,Condo/Townhome/Row Home/Co-Op,6,7,10,15-May-18,930000,CA,95129
"1117 Alonso Dr,","1,470",2,1,3,1977,San Jose,32,"1,470",776,Condo/Townhome/Row Home/Co-Op,3,4,5,15-May-18,1140000,CA,95126
"2525 Logsden Way,","1,176",2,,3,1978,San Jose,10.67%,"5,005",714,Single Family Home,3,4,4,15-May-18,840000,CA,95122
"6006 Salida Del Sol,","1,510",2,,4,1967,San Jose,32,"6,000",775,Single Family Home,4,6,NR,15-May-18,1170000,CA,95123
"5883 Macadam Ct,","1,342",2,,4,1971,San Jose,29,"5,665",857,Single Family Home,7,8,NR,15-May-18,1150000,CA,95123
"4623 Hampton Falls Pl,","2,049",2,1,3,1993,San Jose,25,435,537,Condo/Townhome/Row Home/Co-Op,6,5,NR,15-May-18,1100000,CA,95136
"1674 Salamoni Ct,","1,838",2,1,3,2005,San Jose,39,"1,950",663,Single Family Home,6,6,9,15-May-18,1218000,CA,95133
"1758 Cross Way Unit 235,","1,533",2,1,3,2010,San Jose,14.13%,"1,533",685,Condo/Townhome/Row Home/Co-Op,8,6,6,15-May-18,1050000,CA,95125
"26 Tillman Ave,","1,744",2,,3,1924,San Jose,49,"3,900",723,Single Family Home,4,3,7,15-May-18,1260888,CA,95126
"1478 Montego Dr,","2,219",2,1,4,1971,San Jose,3.06%,0.23,699,Single Family Home,9,6,8,15-May-18,1550000,CA,95120
"411 Colony Knoll Dr,","1,260",1,1,3,1984,San Jose,28,435,603,Condo/Townhome/Row Home/Co-Op,4,8,NR,15-May-18,760000,CA,95123
"359 Bella Ridge Ter,","1,620",3,,3,2004,San Jose,32,"1,396",608,Single Family Home,7,9,NR,14-May-18,985000,CA,95125
"295 Stagehand Dr,","1,263",2,,3,1961,San Jose,26,"5,500",599,Single Family Home,3,4,9,14-May-18,757000,CA,95111
"1134 Trevino Ter,","1,876",2,1,2,1988,San Jose,28,"2,475",607,Condo/Townhome/Row Home/Co-Op,9,6,10,14-May-18,1138000,CA,95120
"5341 Pebbletree Way,","1,415",2,,4,1972,San Jose,22.36%,"6,000",735,Single Family Home,8,7,9,14-May-18,1040000,CA,95111
"3241 Greentree Way,","1,250",2,,3,1955,San Jose,32,"9,135","1,320",Single Family Home,7,7,7,14-May-18,1650000,CA,95117
"1618 Inglis Ln,","1,645",2,,4,1960,San Jose,35,"8,881",802,Single Family Home,8,8,8,14-May-18,1320000,CA,95118
"6020 Montgomery Cor,","1,700",2,,3,1972,San Jose,1.62%,"1,700",405,Condo/Townhome/Row Home/Co-Op,6,9,10,14-May-18,689000,CA,95135
"1020 Kitchener Cir,","1,586",2,,3,1976,San Jose,12,"6,240",631,Single Family Home,6,6,5,14-May-18,1000000,CA,95121
"1024 Calumet Ct,","1,178",2,,3,1977,San Jose,28,"6,000",951,Single Family Home,4,5,NR,14-May-18,1120005,CA,95112
"3152 Percivale Dr,","3,067",3,,6,1959,San Jose,14.24%,"8,800",372,Single Family Home,8,4,NR,14-May-18,1142235,CA,95127
"622 N Clover Ave,","1,200",2,,3,1950,San Jose,38,"5,200","1,142",Single Family Home,4,4,7,14-May-18,1370000,CA,95128
"70 Ryland Park Way,","1,512",2,1,3,2001,San Jose,32,"1,023",820,Condo/Townhome/Row Home/Co-Op,3,3,7,14-May-18,1240000,CA,95110
"7112 Echo Loop,","2,382",2,1,4,1970,San Jose,13,0.28,798,Single Family Home,9,8,10,14-May-18,1900000,CA,95120
"3192 Landess Ave,",,"3,756",,9,1969,San Jose,86,,558,Multi-Family Home,7,6,NR,14-May-18,2095000,CA,95132
"3303 Thompson Ave,","1,890",2,1,4,1960,San Jose,17,"7,980",688,Single Family Home,8,5,8,11-May-18,1300000,CA,95118
"592 Villa Centre Way,","1,739",2,1,3,1997,San Jose,22,"2,296",932,Single Family Home,6,5,5,11-May-18,1620000,CA,95128
"5803 Ettersberg Dr,","1,400",2,,4,1966,San Jose,31,"7,000",716,Single Family Home,5,7,5,11-May-18,1002000,CA,95123
"2659 Villa Cortona Way,","1,622",2,1,3,2005,San Jose,37,"1,025",549,Condo/Townhome/Row Home/Co-Op,5,6,6,11-May-18,890000,CA,95125
"5275 Garrison Cir,","1,207",2,,3,1977,San Jose,37,"4,500",798,Single Family Home,5,4,9,11-May-18,963000,CA,95123
"485 Sioux Ln,","1,529",2,,3,1965,San Jose,37,"7,018",775,Single Family Home,6,8,2,11-May-18,1185000,CA,95123
"730 Uvas Ct,","1,576",2,,4,1963,San Jose,17,0.27,838,Single Family Home,6,8,NR,11-May-18,1320000,CA,95123
"5106 Carm Ave,","1,280",2,,3,1957,San Jose,29,"6,000","1,078",Single Family Home,10,8,9,11-May-18,1380000,CA,95124
"1629 Thorncrest Dr,",922,2,,2,1987,San Jose,37,"1,200",889,Condo/Townhome/Row Home/Co-Op,6,6,1,11-May-18,820000,CA,95131
"650 Palm Haven Ave,","1,836",1,,3,1925,San Jose,12.58%,"8,255",858,Single Family Home,7,6,6,11-May-18,1575000,CA,95125
"1354 Duke Way,","2,148",3,,3,1963,San Jose,30,"8,453",815,Single Family Home,9,6,6,11-May-18,1750000,CA,95125
"1405 Alderbrook Ln,","2,698",3,,5,1960,San Jose,38,"6,000","1,056",Single Family Home,9,9,10,11-May-18,2850000,CA,95129
"7166 Golf Course Ln,","1,452",2,1,4,1975,San Jose,23,"1,536",565,Condo/Townhome/Row Home/Co-Op,6,6,8,11-May-18,820000,CA,95139
"2618 Mozart Ave,","1,617",3,,5,1960,San Jose,59,"5,000",581,Single Family Home,3,4,5,11-May-18,940000,CA,95122
"6121 Maree Ct,","1,712",2,1,3,1970,San Jose,28,"6,540",672,Single Family Home,7,8,NR,11-May-18,1150000,CA,95123
"4946 Rio Verde Dr,","2,009",2,1,4,1968,San Jose,37,"7,210",772,Single Family Home,9,8,8,11-May-18,1550000,CA,95118
"1904 Blackford Ln,","1,986",3,,4,1955,San Jose,24,"7,980",929,Single Family Home,3,4,5,10-May-18,1845000,CA,95125
"685 E Taylor St,","1,360",1,,2,1934,San Jose,21,"7,065",768,Single Family Home,3,4,NR,10-May-18,1045000,CA,95112
"922 N 5th St,","1,311",2,,3,1935,San Jose,27,"6,850",839,Single Family Home,3,4,1,10-May-18,1100000,CA,95112
"3830 Ramirez Ct,","1,816",2,1,4,1984,San Jose,38,"8,403",617,Single Family Home,8,4,8,10-May-18,1120000,CA,95121
"3022 Park Estates Way,","1,829",2,,3,1986,San Jose,37,"7,350",717,Single Family Home,6,9,10,10-May-18,1311100,CA,95135
"3190 San Clemente Ave,","1,600",3,,4,1955,San Jose,49,"6,930",688,Single Family Home,7,6,6,10-May-18,1100000,CA,95118
"1195 Settle Ave,","2,646",3,1,5,2004,San Jose,71,"5,379",737,Single Family Home,7,6,6,10-May-18,1950000,CA,95125
"2811 Dennywood Ct,","1,802",2,1,4,1979,San Jose,31,"6,000",766,Single Family Home,7,8,10,10-May-18,1380000,CA,95148
"1693 Peony Ln,","1,840",2,,4,1972,San Jose,30,"6,000",934,Single Family Home,8,8,9,10-May-18,1718000,CA,95124
"2859 Buena Crest Ct,",936,2,,2,1988,San Jose,161.54%,435,908,Condo/Townhome/Row Home/Co-Op,6,4,10,11-May-18,850000,CA,95121
"10 Gosford Ct,","1,286",2,,3,1972,San Jose,"$899,950 ","6,050",807,Single Family Home,6,6,8,11-May-18,1038000,CA,95139
"5919 Kyburz Pl # 1P,","2,535",3,,3,1980,San Jose,"$1,499,000 ","3,240",523,Condo/Townhome/Row Home/Co-Op,9,6,8,11-May-18,1325000,CA,95120
"129 Cedar Ln,",980,1,,2,1948,San Jose,25,"8,100",799,Single Family Home,NR,4,NR,11-May-18,783000,CA,95127
"947 Paula St,","1,798",1,,4,1918,San Jose,57,"5,600",640,Single Family Home,7,6,6,10-May-18,1150000,CA,95126
"1371 Cotterell Dr,","1,867",3,,4,1972,San Jose,43,"6,300",487,Single Family Home,6,6,8,9-May-18,910000,CA,95121
"1350 Oakland Rd,",924,2,,3,1989,San Jose,267,,211,Mfd/Mobile Home,6,1,2,9-May-18,195000,CA,95112
"2618 Pendragon Ln,","1,683",2,,5,1959,San Jose,9.63%,"5,000",514,Single Family Home,3,2,5,9-May-18,865000,CA,95116
"6922 Chantel Ct,",582,1,,1,1987,San Jose,0.86%,436,"1,022",Condo/Townhome/Row Home/Co-Op,9,9,10,9-May-18,595000,CA,95129
"205 Rayos Del Sol Dr,","2,041",3,,3,2006,San Jose,47,"3,033",445,Single Family Home,3,NR,4,9-May-18,908000,CA,95116
"468 Serenade Way,","1,137",2,,3,1958,San Jose,36,"5,000",660,Single Family Home,4,4,5,9-May-18,750000,CA,95111
"5527 Entrada Cedros,","1,156",1,1,3,1970,San Jose,34,836,588,Condo/Townhome/Row Home/Co-Op,4,8,5,9-May-18,680000,CA,95123
"6710 Leatherwood Ct,","1,124",2,,2,1973,San Jose,34,"2,280",923,Condo/Townhome/Row Home/Co-Op,9,8,10,9-May-18,1038000,CA,95120
"628 Boardwalk Way,","1,224",2,,3,2007,San Jose,36,"1,224",931,Condo/Townhome/Row Home/Co-Op,3,4,1,9-May-18,1140000,CA,95112
"952 Kingfisher Dr,","1,302",2,,3,1956,San Jose,41,"6,360",922,Single Family Home,5,6,6,9-May-18,1200000,CA,95125
"6328 Solano Dr,","2,124",2,1,4,1972,San Jose,35,"6,000",624,Single Family Home,8,7,8,9-May-18,1325000,CA,95119
"88 N Jackson Ave Unit 322,","1,069",1,,1,2006,San Jose,17%,"1,056",535,Condo/Townhome/Row Home/Co-Op,6,4,NR,9-May-18,572000,CA,95116
"2898 Lexford Ave,","1,248",2,,4,1956,San Jose,18.10%,"6,195",994,Single Family Home,5,7,8,9-May-18,1240000,CA,95124
"2826 Alwood Ct,","1,380",2,,4,1979,San Jose,13,"5,000",750,Single Family Home,7,8,10,9-May-18,1035000,CA,95148
"2657 Villa Cortona Way,","1,790",2,1,3,2005,San Jose,28,"1,025",531,Condo/Townhome/Row Home/Co-Op,5,6,6,9-May-18,950000,CA,95125
"1735 Braddock Ct # 79,",841,1,,1,1984,San Jose,"$774,000 ","1,125",771,Condo/Townhome/Row Home/Co-Op,3,4,5,8-May-18,648000,CA,95125
"621 Blom Dr,","1,400",2,,3,1979,San Jose,40.21%,"6,200",556,Single Family Home,2,4,9,8-May-18,778182,CA,95111
"198 Wyandotte Dr,","1,203",2,,3,1966,San Jose,2,"5,000",756,Single Family Home,5,7,5,8-May-18,910000,CA,95123
"801 S Winchester Blvd Apt 1208,","1,000",2,,2,2005,San Jose,13.71%,892,995,Single Family Home,6,5,5,8-May-18,995000,CA,95128
"257 Grayson Ter,","1,581",3,,4,2005,San Jose,"$925,000 ","1,581",707,Condo/Townhome/Row Home/Co-Op,4,3,7,8-May-18,1118000,CA,95126
"5166 Carm Ave,","1,520",2,,3,1957,San Jose,1,"6,000",865,Single Family Home,10,8,9,8-May-18,1315000,CA,95124
"1629 Foxworthy Ave,","2,033",3,,3,1998,San Jose,"$1,358,888 ","3,282",713,Single Family Home,7,6,6,8-May-18,1450000,CA,95118
"650 S 8th St,",0.36,"9,769",,3,1958,San Jose,20.59%,,630,Multi-Family Home,3,2,7,8-May-18,6150000,CA,95112
"1771 Lucretia Ave,","1,763",2,1,3,2015,San Jose,54,"3,159",562,Single Family Home,5,9,5,8-May-18,990000,CA,95122
"1735 Braddock Ct,",841,1,,1,1984,San Jose,35,,771,Condo/Townhome/Row Home/Co-Op,3,4,5,8-May-18,648000,CA,95125
"6971 Rodling Dr Unit A,","1,335",3,,3,1992,San Jose,32,435,593,Condo/Townhome/Row Home/Co-Op,6,6,8,8-May-18,792000,CA,95138
"3561 Columbine Dr,","1,338",2,,3,1955,San Jose,34,"8,528",661,Single Family Home,3,3,5,8-May-18,884000,CA,95127
"2314 Meridian Ave,","8,300","2,434",,4,1965,San Jose,42,,608,Multi-Family Home,9,6,6,8-May-18,1480000,CA,95124
"6668 Leyland Park Dr,","2,453",2,,4,1976,San Jose,53,0.33,713,Single Family Home,9,6,10,4-May-18,1750000,CA,95120
"1134 Lennon Way,","1,954",3,,3,1927,San Jose,31,"6,027","1,032",Single Family Home,9,6,6,4-May-18,2016000,CA,95125
"6020 Indian Ave,","1,640",2,,4,1968,San Jose,34,"6,000",640,Single Family Home,7,8,NR,4-May-18,1050000,CA,95123
"3756 McKee Rd,","1,461",3,1,3,2017,San Jose,30,,630,Single Family Home,5,4,NR,4-May-18,920000,CA,95127
"1235 Laurie Ave,","1,505",2,,2,1948,San Jose,30,"6,000",963,Single Family Home,9,6,6,4-May-18,1450000,CA,95125
"1578 Alisal Ave,","1,880",3,,5,1963,San Jose,32,"6,798",963,Single Family Home,7,6,6,4-May-18,1810000,CA,95125
"5610 Country Club Pkwy,","4,078",3,1,4,1996,San Jose,15,0.31,638,Single Family Home,9,9,9,4-May-18,2600000,CA,95138
"4281 Littleworth Way,","3,120",3,,4,1989,San Jose,31,"9,120",585,Single Family Home,9,9,10,4-May-18,1824281,CA,95135
